userid,movieid,ratings,timestamp,titles,genres
145,2672,1,977345741,"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller
146,3550,3,979940392,"Hunger, The (1983)",Horror
146,3551,3,979940996,Marathon Man (1976),Thriller
146,3552,4,1025639122,Caddyshack (1980),Comedy
147,2808,3,977337084,Universal Soldier (1992),Action|Sci-Fi
147,1792,3,977336917,U.S. Marshalls (1998),Action|Thriller
147,1799,4,977357850,Suicide Kings (1997),Crime|Drama
148,11,5,977334939,"American President, The (1995)",Comedy|Drama|Romance
148,338,3,977354311,Virtuosity (1995),Sci-Fi|Thriller
148,261,3,977353276,Little Women (1994),Drama
149,3635,4,977590741,"Spy Who Loved Me, The (1977)",Action
149,2908,4,989246529,Boys Don't Cry (1999),Drama
149,2762,4,977325698,"Sixth Sense, The (1999)",Thriller
150,342,5,977303859,Muriel's Wedding (1994),Comedy|Romance
150,2763,3,977303114,"Thomas Crown Affair, The (1999)",Action|Thriller
150,1960,4,978163441,"Last Emperor, The (1987)",Drama|War
151,24,3,977293609,Powder (1995),Drama|Sci-Fi
151,25,5,978681657,Leaving Las Vegas (1995),Drama|Romance
151,28,5,978681657,Persuasion (1995),Romance
152,1136,5,977268879,Monty Python and the Holy Grail (1974),Comedy
152,2791,3,977269017,Airplane! (1980),Comedy
152,1968,5,977268750,"Breakfast Club, The (1985)",Comedy|Drama
153,2907,4,978483620,Superstar (1999),Comedy
153,2762,5,978483461,"Sixth Sense, The (1999)",Thriller
153,3646,5,978483275,Big Momma's House (2000),Comedy
154,2716,4,977260385,Ghostbusters (1984),Comedy|Horror
154,2759,1,977260264,Dick (1999),Comedy
154,2653,2,977259649,Son of Dracula (1943),Horror
155,3415,5,977257055,"Mirror, The (Zerkalo) (1975)",Drama
155,2735,2,977255984,"Golden Child, The (1986)",Action|Adventure|Comedy
155,256,2,977256311,Junior (1994),Comedy|Sci-Fi
156,2749,4,977251403,"Morning After, The (1986)",Drama|Mystery
156,1944,4,977251614,From Here to Eternity (1953),Drama|Romance|War
156,11,5,977250231,"American President, The (1995)",Comedy|Drama|Romance
157,3497,3,977250392,Max Dugan Returns (1983),Comedy
157,3703,4,977248559,Mad Max 2 (a.k.a. The Road Warrior) (1981),Action|Sci-Fi
157,3704,3,977248713,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
158,3435,4,977243104,Double Indemnity (1944),Crime|Film-Noir
158,2973,4,977243197,Crimes and Misdemeanors (1989),Comedy
158,2019,4,977243197,Seven Samurai (The Magnificent Seven) (Shichinin no samurai) (1954),Action|Drama
159,2763,5,989966741,"Thomas Crown Affair, The (1999)",Action|Thriller
159,3615,4,989966840,Dinosaur (2000),Animation|Children's
159,3543,3,989966635,Diner (1982),Comedy|Drama
160,260,4,977219710,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
160,2858,4,977219812,American Beauty (1999),Comedy|Drama
160,2791,3,977219844,Airplane! (1980),Comedy
161,2692,4,977219262,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
161,1960,4,977221263,"Last Emperor, The (1987)",Drama|War
161,2762,4,977221001,"Sixth Sense, The (1999)",Thriller
162,2692,5,977218562,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
162,2694,4,978995646,Big Daddy (1999),Comedy
162,353,3,977218736,"Crow, The (1994)",Action|Romance|Thriller
163,253,4,977323187,Interview with the Vampire (1994),Drama|Horror
163,180,3,978233409,Mallrats (1995),Comedy
163,2599,2,977216795,Election (1999),Comedy
164,1097,5,977201429,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
164,3196,5,1016597413,Stalag 17 (1953),Drama|War
164,2496,5,1016839056,Blast from the Past (1999),Comedy|Romance
165,1968,2,977199661,"Breakfast Club, The (1985)",Comedy|Drama
165,2918,3,977199682,Ferris Bueller's Day Off (1986),Comedy
165,3576,3,977198447,"Hidden, The (1987)",Action|Horror|Sci-Fi
166,2762,3,977187800,"Sixth Sense, The (1999)",Thriller
166,2908,4,977188156,Boys Don't Cry (1999),Drama
166,1021,4,977303199,Angels in the Outfield (1994),Children's|Comedy
167,3452,3,977177646,Romeo Must Die (2000),Action|Romance
167,3481,5,977177471,High Fidelity (2000),Comedy
167,3554,4,977177515,Love and Basketball (2000),Drama|Romance
168,3591,5,977176772,Mr. Mom (1983),Comedy|Drama
168,260,5,977176628,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
168,1960,5,977176970,"Last Emperor, The (1987)",Drama|War
169,3623,4,977200958,Mission: Impossible 2 (2000),Action|Thriller
169,11,3,977202062,"American President, The (1995)",Comedy|Drama|Romance
169,265,1,977202110,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
170,2699,3,977173601,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
170,1036,4,977172991,Die Hard (1988),Action|Thriller
170,2770,3,977173659,Bowfinger (1999),Comedy
171,277,3,977166490,Miracle on 34th Street (1994),Drama
171,3578,4,977166458,Gladiator (2000),Action|Drama
171,1111,5,977166985,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
172,162,4,977164861,Crumb (1994),Documentary
172,246,3,977164861,Hoop Dreams (1994),Documentary
172,1937,3,977164765,Going My Way (1944),Comedy
173,1029,4,1009653267,Dumbo (1941),Animation|Children's|Musical
173,1963,4,1009652727,Take the Money and Run (1969),Comedy
173,3568,2,1006356306,Smiling Fish and Goat on Fire (1999),Drama
174,2000,4,977149907,Lethal Weapon (1987),Action|Comedy|Crime|Drama
174,3740,4,977150045,Big Trouble in Little China (1986),Action|Comedy
174,1036,5,977149623,Die Hard (1988),Action|Thriller
175,2686,3,977111806,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
175,25,5,977115445,Leaving Las Vegas (1995),Drama|Romance
175,1959,5,977112730,Out of Africa (1985),Drama|Romance
176,3552,4,977099392,Caddyshack (1980),Comedy
176,3388,4,977099660,Harry and the Hendersons (1987),Comedy
176,2746,1,977099461,Little Shop of Horrors (1986),Comedy|Horror|Musical
177,1921,4,977099001,Pi (1998),Sci-Fi|Thriller
177,2858,5,977100352,American Beauty (1999),Comedy|Drama
177,2677,5,977099412,Buena Vista Social Club (1999),Documentary
178,1951,4,977108923,Oliver! (1968),Musical
178,1956,4,977098861,Ordinary People (1980),Drama
178,2985,4,977107936,Robocop (1987),Action|Crime|Sci-Fi
179,2699,2,977092846,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
179,3704,3,977092681,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi
179,1965,3,977092631,Repo Man (1984),Comedy|Sci-Fi
180,296,5,977090270,Pulp Fiction (1994),Crime|Drama
180,3571,2,997600489,Time Code (2000),Drama
180,3578,2,997600556,Gladiator (2000),Action|Drama
181,423,2,977088048,Blown Away (1994),Action|Thriller
181,31,4,977087101,Dangerous Minds (1995),Drama
181,353,4,977087781,"Crow, The (1994)",Action|Romance|Thriller
182,47,3,977085692,Seven (Se7en) (1995),Crime|Thriller
182,356,5,977085349,Forrest Gump (1994),Comedy|Romance|War
182,367,1,977085439,"Mask, The (1994)",Comedy|Crime|Fantasy
183,2722,1,977083429,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
183,3525,1,977083018,Bachelor Party (1984),Comedy
183,3527,4,1019924720,Predator (1987),Action|Sci-Fi|Thriller
184,2687,5,1038970514,Tarzan (1999),Animation|Children's
184,1100,3,977073179,Days of Thunder (1990),Action|Romance
184,34,5,1038970406,Babe (1995),Children's|Comedy|Drama
185,1687,3,977066806,"Jackal, The (1997)",Action|Thriller
185,2826,3,977066587,"13th Warrior, The (1999)",Action|Horror|Thriller
185,329,4,977066587,Star Trek: Generations (1994),Action|Adventure|Sci-Fi
186,2688,4,977060034,"General's Daughter, The (1999)",Drama|Thriller
186,24,4,977060255,Powder (1995),Drama|Sci-Fi
186,2761,5,977058942,"Iron Giant, The (1999)",Animation|Children's
187,3481,4,977231589,High Fidelity (2000),Comedy
187,199,5,977078177,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical
187,194,4,977077178,Smoke (1995),Drama
188,24,3,1011464627,Powder (1995),Drama|Sci-Fi
188,2686,5,1011464670,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
188,2826,4,1011464162,"13th Warrior, The (1999)",Action|Horror|Thriller
189,260,3,977028732,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
189,2762,5,977028564,"Sixth Sense, The (1999)",Thriller
189,353,5,977028759,"Crow, The (1994)",Action|Romance|Thriller
190,1976,3,977028539,Friday the 13th Part 3: 3D (1982),Horror
190,1036,2,977027156,Die Hard (1988),Action|Thriller
190,1124,5,977028074,On Golden Pond (1981),Drama
191,3525,1,977027626,Bachelor Party (1984),Comedy
191,333,3,977026629,Tommy Boy (1995),Comedy
191,260,4,977026554,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
192,1019,3,977094104,"20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
192,2686,4,977027747,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
192,3489,2,977028320,Hook (1991),Adventure|Fantasy
193,1172,4,1035343455,Cinema Paradiso (1988),Comedy|Drama|Romance
193,1957,4,1035341942,Chariots of Fire (1981),Drama
193,2829,3,977018624,"Muse, The (1999)",Comedy|Drama
194,356,5,977014876,Forrest Gump (1994),Comedy|Romance|War
194,3565,4,977014584,Where the Heart Is (2000),Comedy|Drama
194,1021,4,977015209,Angels in the Outfield (1994),Children's|Comedy
195,3624,4,997981049,Shanghai Noon (2000),Action
195,1010,3,986049458,"Love Bug, The (1969)",Children's|Comedy
195,1017,4,993926472,Swiss Family Robinson (1960),Adventure|Children's
196,1200,3,977005465,Aliens (1986),Action|Sci-Fi|Thriller|War
196,2762,5,977005495,"Sixth Sense, The (1999)",Thriller
196,296,5,977005223,Pulp Fiction (1994),Crime|Drama
197,3481,4,977004785,High Fidelity (2000),Comedy
197,412,2,977004480,"Age of Innocence, The (1993)",Drama
197,2858,5,977029046,American Beauty (1999),Comedy|Drama
198,3483,3,991439451,"Road to El Dorado, The (2000)",Animation|Children's
198,1882,3,977091375,Godzilla (1998),Action|Sci-Fi
198,1017,4,977091499,Swiss Family Robinson (1960),Adventure|Children's
199,266,3,976977198,Legends of the Fall (1994),Drama|Romance|War|Western
199,193,5,976988088,Showgirls (1995),Drama
199,17,3,976977459,Sense and Sensibility (1995),Drama|Romance
200,2827,3,976957970,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller
200,2683,3,976957970,Austin Powers: The Spy Who Shagged Me (1999),Comedy
200,2759,2,976958156,Dick (1999),Comedy
201,3617,3,981178471,Road Trip (2000),Comedy
201,1958,5,996977991,Terms of Endearment (1983),Comedy|Drama
201,2829,5,976947057,"Muse, The (1999)",Comedy|Drama
202,3481,3,976939889,High Fidelity (2000),Comedy
202,3555,4,976939041,U-571 (2000),Action|Thriller
202,2826,3,976935839,"13th Warrior, The (1999)",Action|Horror|Thriller
203,3477,1,976929380,Empire Records (1995),Comedy|Drama
203,1873,4,976928685,"Misérables, Les (1998)",Drama
203,261,4,976929186,Little Women (1994),Drama
204,1029,3,983856583,Dumbo (1941),Animation|Children's|Musical
204,1028,5,983856075,Mary Poppins (1964),Children's|Comedy|Musical
204,1027,3,978039623,Robin Hood: Prince of Thieves (1991),Drama
205,1954,5,976922191,Rocky (1976),Action|Drama
205,1953,5,976922307,"French Connection, The (1971)",Action|Crime|Drama|Thriller
205,2762,4,976922307,"Sixth Sense, The (1999)",Thriller
206,2657,1,976921209,"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi
206,2805,1,976921049,Mickey Blue Eyes (1999),Comedy|Romance
206,252,4,976921007,I.Q. (1994),Comedy|Romance
207,2791,2,976917462,Airplane! (1980),Comedy
207,3484,1,976917582,"Skulls, The (2000)",Thriller
207,2858,5,976917441,American Beauty (1999),Comedy|Drama
208,3649,2,977003178,American Gigolo (1980),Drama
208,2699,2,976915932,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
208,32,3,984512661,Twelve Monkeys (1995),Drama|Sci-Fi
209,233,4,976911810,Exotica (1994),Drama
209,2722,3,976911731,Deep Blue Sea (1999),Action|Sci-Fi|Thriller
209,2599,2,976911810,Election (1999),Comedy
210,316,5,977100055,Stargate (1994),Action|Adventure|Sci-Fi
210,170,5,977100667,Hackers (1995),Action|Crime|Thriller
210,1792,5,977100602,U.S. Marshalls (1998),Action|Thriller
211,2785,3,976907841,Tales of Terror (1962),Horror
211,1976,2,976908105,Friday the 13th Part 3: 3D (1982),Horror
211,1977,2,976908145,Friday the 13th: The Final Chapter (1984),Horror
212,318,4,976903185,"Shawshank Redemption, The (1994)",Drama
212,246,3,976903400,Hoop Dreams (1994),Documentary
212,1792,4,976904534,U.S. Marshalls (1998),Action|Thriller
213,110,5,976900045,Braveheart (1995),Action|Drama|War
213,1210,4,976900034,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
213,440,4,976900426,Dave (1993),Comedy|Romance
214,3624,3,976900010,Shanghai Noon (2000),Action
214,2759,2,976900651,Dick (1999),Comedy
214,3481,4,976899880,High Fidelity (2000),Comedy
215,1876,4,976908565,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
215,260,5,976899190,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
215,3551,5,976899784,Marathon Man (1976),Thriller
216,1949,4,976868427,"Man for All Seasons, A (1966)",Drama
216,19,2,976867935,Ace Ventura: When Nature Calls (1995),Comedy
216,194,3,976870767,Smoke (1995),Drama
217,1101,5,976856419,Top Gun (1986),Action|Romance
217,480,3,976856503,Jurassic Park (1993),Action|Adventure|Sci-Fi
217,1210,3,976856287,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
218,2827,2,976842226,"Astronaut's Wife, The (1999)",Sci-Fi|Thriller
218,3484,2,976842021,"Skulls, The (2000)",Thriller
218,2683,2,976842226,Austin Powers: The Spy Who Shagged Me (1999),Comedy
219,3555,3,976836579,U-571 (2000),Action|Thriller
219,2688,3,976838488,"General's Daughter, The (1999)",Drama|Thriller
219,2762,5,976838604,"Sixth Sense, The (1999)",Thriller
220,1952,4,976836222,Midnight Cowboy (1969),Drama
220,2686,4,976998214,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery
220,1957,5,976837258,Chariots of Fire (1981),Drama
221,1909,5,976835172,"X-Files: Fight the Future, The (1998)",Mystery|Sci-Fi|Thriller
221,1732,3,976835212,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller
221,2468,2,976834876,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller
222,2858,4,976835036,American Beauty (1999),Comedy|Drama
222,3671,4,976834687,Blazing Saddles (1974),Comedy|Western
222,1200,5,976834492,Aliens (1986),Action|Sci-Fi|Thriller|War
223,3617,4,976902850,Road Trip (2000),Comedy
223,188,5,976906538,"Prophecy, The (1995)",Horror
223,329,3,976902550,Star Trek: Generations (1994),Action|Adventure|Sci-Fi
224,1885,2,993071690,"Opposite of Sex, The (1998)",Comedy|Drama
224,2762,4,991699446,"Sixth Sense, The (1999)",Thriller
224,1960,2,976833663,"Last Emperor, The (1987)",Drama|War
225,2693,4,977257158,Trekkies (1997),Documentary
225,2762,4,976831171,"Sixth Sense, The (1999)",Thriller
225,1961,4,976832775,Rain Man (1988),Drama
226,1036,4,976830752,Die Hard (1988),Action|Thriller
226,2791,5,976830774,Airplane! (1980),Comedy
226,1968,4,976830685,"Breakfast Club, The (1985)",Comedy|Drama
227,2762,5,976830241,"Sixth Sense, The (1999)",Thriller
227,2692,4,976830210,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
227,2693,4,976830283,Trekkies (1997),Documentary
228,2858,5,976826940,American Beauty (1999),Comedy|Drama
228,32,4,976826894,Twelve Monkeys (1995),Drama|Sci-Fi
228,3717,4,977765273,Gone in 60 Seconds (2000),Action|Crime
229,2746,3,1039505814,Little Shop of Horrors (1986),Comedy|Horror|Musical
229,260,5,1039504705,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
229,1876,3,976823352,Deep Impact (1998),Action|Drama|Sci-Fi|Thriller
230,3578,5,976820323,Gladiator (2000),Action|Drama
230,1120,1,976821172,"People vs. Larry Flynt, The (1996)",Drama
230,3579,4,976825848,I Dreamed of Africa (2000),Drama
231,1977,1,1043295045,Friday the 13th: The Final Chapter (1984),Horror
231,1976,1,1043295045,Friday the 13th Part 3: 3D (1982),Horror
231,1975,2,1043295045,Friday the 13th Part 2 (1981),Horror
232,3484,1,976812230,"Skulls, The (2000)",Thriller
232,2759,4,976812862,Dick (1999),Comedy
232,3481,5,976812179,High Fidelity (2000),Comedy
233,1032,5,976794629,Alice in Wonderland (1951),Animation|Children's|Musical
233,36,5,976794938,Dead Man Walking (1995),Drama
233,356,5,976794206,Forrest Gump (1994),Comedy|Romance|War
234,1678,4,976773227,"Joy Luck Club, The (1993)",Drama
234,3712,3,976772663,Soapdish (1991),Comedy
234,2497,4,976773634,Message in a Bottle (1999),Romance
235,2693,4,976770182,Trekkies (1997),Documentary
235,1965,5,976772128,Repo Man (1984),Comedy|Sci-Fi
235,1966,5,1018414309,Metropolitan (1990),Comedy
236,1997,2,976765386,"Exorcist, The (1973)",Horror
236,273,2,976764367,Mary Shelley's Frankenstein (1994),Drama|Horror
236,1127,2,976766227,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
237,2762,5,976760921,"Sixth Sense, The (1999)",Thriller
237,276,3,992230056,Milk Money (1994),Comedy|Romance
237,349,3,994381062,Clear and Present Danger (1994),Action|Adventure|Thriller
238,2750,2,976767042,Radio Days (1987),Comedy|Drama
238,2904,5,976760774,Rain (1932),Drama
238,3700,3,976766310,"Brother from Another Planet, The (1984)",Drama|Sci-Fi
239,2692,4,976756770,Run Lola Run (Lola rennt) (1998),Action|Crime|Romance
239,293,4,1041525075,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
239,509,4,976756929,"Piano, The (1993)",Drama|Romance
240,1960,3,976757274,"Last Emperor, The (1987)",Drama|War
240,2699,3,976755718,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller
240,356,4,976754899,Forrest Gump (1994),Comedy|Romance|War
241,1200,5,976753479,Aliens (1986),Action|Sci-Fi|Thriller|War
241,3814,5,976752985,Love and Death (1975),Comedy
241,457,3,976753765,"Fugitive, The (1993)",Action|Thriller
242,2683,4,976751305,Austin Powers: The Spy Who Shagged Me (1999),Comedy
242,3484,2,976750480,"Skulls, The (2000)",Thriller
242,410,3,976751258,Addams Family Values (1993),Comedy
243,3712,3,976749368,Soapdish (1991),Comedy
243,1125,4,976749337,"Return of the Pink Panther, The (1974)",Comedy
243,2913,3,976749416,"Mating Habits of the Earthbound Human, The (1998)",Comedy
244,357,5,976736286,Four Weddings and a Funeral (1994),Comedy|Romance
244,50,5,976804331,"Usual Suspects, The (1995)",Crime|Thriller
244,440,4,976736325,Dave (1993),Comedy|Romance
245,344,3,976736649,Ace Ventura: Pet Detective (1994),Comedy
245,21,4,976733955,Get Shorty (1995),Action|Comedy|Drama
245,1959,2,976734841,Out of Africa (1985),Drama|Romance
246,3466,4,976728487,Heart and Souls (1993),Comedy|Fantasy
246,1784,2,976728608,As Good As It Gets (1997),Comedy|Drama
246,2028,5,976728021,Saving Private Ryan (1998),Action|Drama|War
247,1207,5,976727990,To Kill a Mockingbird (1962),Drama
247,34,5,976728462,Babe (1995),Children's|Comedy|Drama
247,296,4,976728364,Pulp Fiction (1994),Crime|Drama
248,1997,5,978409896,"Exorcist, The (1973)",Horror
248,1242,5,976727369,Glory (1989),Action|Drama|War
248,1980,4,976727018,Friday the 13th Part VII: The New Blood (1988),Horror
249,1961,3,976730339,Rain Man (1988),Drama
249,3639,5,976728288,"Man with the Golden Gun, The (1974)",Action
249,2694,5,976730596,Big Daddy (1999),Comedy
250,2858,3,976724332,American Beauty (1999),Comedy|Drama
250,1097,3,976724253,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
250,480,4,976724382,Jurassic Park (1993),Action|Adventure|Sci-Fi
251,2795,3,976715702,Vacation (1983),Comedy
251,377,3,976716616,Speed (1994),Action|Romance|Thriller
251,1047,3,976716675,"Long Kiss Goodnight, The (1996)",Action|Thriller
252,3578,4,976688332,Gladiator (2000),Action|Drama
